"start time","start time ISO","start time timezone","start time offset","end time","end time ISO","end time timezone","end time offset",type,"actual seconds",steps,calories,minutes,"heart rate avg","heart rate min","heart rate max",state,version,id
"2016-04-26 13:37:09",2016-04-26T13:37:09Z,America/New_York,-240,"2016-04-26 13:43:03",2016-04-26T13:43:03Z,America/New_York,-240,walk,242,617,33.200000762939,5.9,134.58995056152,,,complete,1,walk__2016-04-26T133709
"2016-04-26 13:45:31",2016-04-26T13:45:31Z,America/New_York,-240,"2016-04-26 13:53:24",2016-04-26T13:53:24Z,America/New_York,-240,walk,289,672,38,7.8833333333333,133.60583496094,,,complete,1,walk__2016-04-26T134531
"2016-04-26 14:14:10",2016-04-26T14:14:10Z,America/New_York,-240,"2016-04-26 14:18:40",2016-04-26T14:18:40Z,America/New_York,-240,bike,270,,9.1999998092651,4.5,102.31851959229,,,complete,1,bike__2016-04-26T141410
"2016-04-26 14:41:40",2016-04-26T14:41:40Z,America/New_York,-240,"2016-04-26 14:49:40",2016-04-26T14:49:40Z,America/New_York,-240,bike,480,,17.10000038147,8,99.539581298828,,,complete,1,bike__2016-04-26T144140
"2016-04-26 19:46:57",2016-04-26T19:46:57Z,America/New_York,-240,"2016-04-26 19:56:52",2016-04-26T19:56:52Z,America/New_York,-240,walk,271,552,16.700000762939,9.9166666666667,109.8118057251,,,complete,1,walk__2016-04-26T194657
"2016-04-26 21:49:39",2016-04-26T21:49:39Z,America/New_York,-240,"2016-04-26 21:56:57",2016-04-26T21:56:57Z,America/New_York,-240,walk,381,743,29.39999961853,7.3,117.24671936035,,,complete,1,walk__2016-04-26T214939
"2016-04-26 22:06:01",2016-04-26T22:06:01Z,America/New_York,-240,"2016-04-26 22:12:45",2016-04-26T22:12:45Z,America/New_York,-240,walk,300,557,24,6.7333333333333,117.21666717529,,,complete,1,walk__2016-04-26T220601
"2016-04-26 22:22:58",2016-04-26T22:22:58Z,America/New_York,-240,"2016-04-26 22:44:09",2016-04-26T22:44:09Z,America/New_York,-240,walk,1164,2293,114.90000152588,21.183333333333,121.28985595703,,,complete,1,walk__2016-04-26T222258
"2016-04-26 22:50:17",2016-04-26T22:50:17Z,America/New_York,-240,"2016-04-26 23:08:33",2016-04-26T23:08:33Z,America/New_York,-240,walk,753,1412,44.5,18.266666666667,110.9309463501,,,complete,1,walk__2016-04-26T225017
"2016-04-27 00:42:58",2016-04-27T00:42:58Z,America/New_York,-240,"2016-04-27 01:01:48",2016-04-27T01:01:48Z,America/New_York,-240,walk,403,631,49.900001525879,18.833333333333,139.26054382324,,,complete,1,walk__2016-04-27T004258
"2016-04-27 02:52:32",2016-04-27T02:52:32Z,America/New_York,-240,"2016-04-27 03:04:46",2016-04-27T03:04:46Z,America/New_York,-240,walk,240,343,10.699999809265,12.233333333333,101.06896209717,,,complete,1,walk__2016-04-27T025232
