"start time","start time ISO","start time timezone","start time offset","end time","end time ISO","end time timezone","end time offset",type,"actual seconds",steps,calories,minutes,"heart rate avg","heart rate min","heart rate max",state,version,id
"2016-05-03 11:27:01",2016-05-03T11:27:01Z,America/New_York,-240,"2016-05-03 11:41:32",2016-05-03T11:41:32Z,America/New_York,-240,walk,568,1095,43.299999237061,14.516666666667,126.19892120361,,,complete,1,walk__2016-05-03T112701
"2016-05-03 12:26:17",2016-05-03T12:26:17Z,America/New_York,-240,"2016-05-03 12:30:40",2016-05-03T12:30:40Z,America/New_York,-240,walk,187,422,21.39999961853,4.3833333333333,144.0160369873,,,complete,1,walk__2016-05-03T122617
"2016-05-03 13:44:11",2016-05-03T13:44:11Z,America/New_York,-240,"2016-05-03 14:04:44",2016-05-03T14:04:44Z,America/New_York,-240,walk,900,2120,89.800003051758,20.55,132.78999328613,,,complete,1,walk__2016-05-03T134411
"2016-05-03 14:13:44",2016-05-03T14:13:44Z,America/New_York,-240,"2016-05-03 14:37:14",2016-05-03T14:37:14Z,America/New_York,-240,walk,668,1318,59.599998474121,23.5,131.38586425781,,,complete,1,walk__2016-05-03T141344
"2016-05-03 15:35:36",2016-05-03T15:35:36Z,America/New_York,-240,"2016-05-03 15:48:49",2016-05-03T15:48:49Z,America/New_York,-240,walk,470,864,24.700000762939,13.216666666667,116.72978973389,,,complete,1,walk__2016-05-03T153536
"2016-05-03 17:30:52",2016-05-03T17:30:52Z,America/New_York,-240,"2016-05-03 17:42:26",2016-05-03T17:42:26Z,America/New_York,-240,walk,349,624,10.60000038147,11.566666666667,107.34384155273,,,complete,1,walk__2016-05-03T173052
"2016-05-03 20:36:27",2016-05-03T20:36:27Z,America/New_York,-240,"2016-05-03 20:41:32",2016-05-03T20:41:32Z,America/New_York,-240,walk,233,466,19,5.0833333333333,130.31330871582,,,complete,1,walk__2016-05-03T203627
"2016-05-03 20:52:04",2016-05-03T20:52:04Z,America/New_York,-240,"2016-05-03 20:57:15",2016-05-03T20:57:15Z,America/New_York,-240,walk,296,629,26.89999961853,5.1833333333333,134.57333374023,,,complete,1,walk__2016-05-03T205204
"2016-05-03 21:16:45",2016-05-03T21:16:45Z,America/New_York,-240,"2016-05-03 21:29:21",2016-05-03T21:29:21Z,America/New_York,-240,walk,393,678,15.39999961853,12.6,111.13994598389,,,complete,1,walk__2016-05-03T211645
"2016-05-03 22:33:49",2016-05-03T22:33:49Z,America/New_York,-240,"2016-05-03 22:39:16",2016-05-03T22:39:16Z,America/New_York,-240,walk,182,324,9,5.45,109.07691955566,,,complete,1,walk__2016-05-03T223349
