start time,start time ISO,start time timezone,start time offset,end time,end time ISO,end time timezone,end time offset,type,actual seconds,steps,calories,minutes,heart rate avg,heart rate min,heart rate max,state,version,id
5/4/16 14:14,2016-05-04T14:14:58Z,America/New_York,-240,5/4/16 14:22,2016-05-04T14:22:12Z,America/New_York,-240,walk,197,371,9,7.233333333,112.1319809,,,complete,1,walk__2016-05-04T141458
5/4/16 15:14,2016-05-04T15:14:04Z,America/New_York,-240,5/4/16 15:19,2016-05-04T15:19:24Z,America/New_York,-240,run,255,587,15.69999981,5.333333333,120.1312714,,,complete,1,run__2016-05-04T151404
5/4/16 19:19,2016-05-04T19:19:07Z,America/New_York,-240,5/4/16 19:29,2016-05-04T19:29:20Z,America/New_York,-240,walk,380,904,17.39999962,10.21666667,109.3578949,,,complete,1,walk__2016-05-04T191907
5/4/16 19:52,2016-05-04T19:52:24Z,America/New_York,-240,5/4/16 19:57,2016-05-04T19:57:53Z,America/New_York,-240,walk,235,533,7.099999905,5.483333333,96.45454407,,,complete,1,walk__2016-05-04T195224
5/4/16 20:26,2016-05-04T20:26:49Z,America/New_York,-240,5/4/16 20:34,2016-05-04T20:34:34Z,America/New_York,-240,walk,188,345,6.400000095,7.75,106.6968079,,,complete,1,walk__2016-05-04T202649
5/4/16 20:38,2016-05-04T20:38:37Z,America/New_York,-240,5/4/16 20:44,2016-05-04T20:44:05Z,America/New_York,-240,walk,184,340,16.20000076,5.466666667,133.6684723,,,complete,1,walk__2016-05-04T203837
5/5/16 0:48,2016-05-05T00:48:54Z,America/New_York,-240,5/5/16 0:55,2016-05-05T00:55:25Z,America/New_York,-240,walk,311,725,14,6.516666667,103.7299042,,,complete,1,walk__2016-05-05T004854
