"start time","start time ISO","start time timezone","start time offset","end time","end time ISO","end time timezone","end time offset",type,"actual seconds",steps,calories,minutes,"heart rate avg","heart rate min","heart rate max",state,version,id
"2016-06-04 04:46:41",2016-06-04T04:46:41Z,Asia/Shanghai,480,"2016-06-04 04:50:00",2016-06-04T04:50:00Z,Asia/Shanghai,480,walk,186,327,6.5,3.3166666666667,101.78494262695,,,complete,1,walk__2016-06-04T044641
"2016-06-04 05:02:09",2016-06-04T05:02:09Z,Asia/Shanghai,480,"2016-06-04 05:09:25",2016-06-04T05:09:25Z,Asia/Shanghai,480,walk,326,586,12,7.2666666666667,99.840492248535,,,complete,1,walk__2016-06-04T050209
"2016-06-04 05:47:57",2016-06-04T05:47:57Z,Asia/Shanghai,480,"2016-06-04 06:05:00",2016-06-04T06:05:00Z,Asia/Shanghai,480,walk,928,1669,51.099998474121,17.05,106.25862121582,,,complete,1,walk__2016-06-04T054757
"2016-06-04 06:11:26",2016-06-04T06:11:26Z,Asia/Shanghai,480,"2016-06-04 06:43:41",2016-06-04T06:43:41Z,Asia/Shanghai,480,walk,827,1312,46.299999237061,32.25,110.57557678223,,,complete,1,walk__2016-06-04T061126
"2016-06-04 07:20:08",2016-06-04T07:20:08Z,Asia/Shanghai,480,"2016-06-04 07:31:58",2016-06-04T07:31:58Z,Asia/Shanghai,480,walk,358,644,16.700000762939,11.833333333333,105.09217834473,,,complete,1,walk__2016-06-04T072008
"2016-06-04 07:45:55",2016-06-04T07:45:55Z,Asia/Shanghai,480,"2016-06-04 08:15:39",2016-06-04T08:15:39Z,Asia/Shanghai,480,walk,869,1339,28.60000038147,29.733333333333,98.872268676758,,,complete,1,walk__2016-06-04T074555
"2016-06-04 08:32:02",2016-06-04T08:32:02Z,Asia/Shanghai,480,"2016-06-04 08:37:03",2016-06-04T08:37:03Z,Asia/Shanghai,480,walk,255,369,8.3999996185303,5.0166666666667,97.101959228516,,,complete,1,walk__2016-06-04T083202
"2016-06-04 08:42:52",2016-06-04T08:42:52Z,Asia/Shanghai,480,"2016-06-04 08:54:24",2016-06-04T08:54:24Z,Asia/Shanghai,480,walk,408,657,17,11.533333333333,104.68872833252,,,complete,1,walk__2016-06-04T084252
"2016-06-04 09:02:41",2016-06-04T09:02:41Z,Asia/Shanghai,480,"2016-06-04 09:45:30",2016-06-04T09:45:30Z,Asia/Shanghai,480,walk,1546,2500,62.5,42.816666666667,104.50970458984,,,complete,1,walk__2016-06-04T090241
"2016-06-04 10:05:42",2016-06-04T10:05:42Z,Asia/Shanghai,480,"2016-06-04 10:36:08",2016-06-04T10:36:08Z,Asia/Shanghai,480,walk,1326,2160,48.5,30.433333333333,102.20211029053,,,complete,1,walk__2016-06-04T100542
"2016-06-04 11:26:08",2016-06-04T11:26:08Z,Asia/Shanghai,480,"2016-06-04 11:58:06",2016-06-04T11:58:06Z,Asia/Shanghai,480,walk,1737,3042,89.300003051758,31.966666666667,105.79216766357,,,complete,1,walk__2016-06-04T112608
"2016-06-04 12:27:49",2016-06-04T12:27:49Z,Asia/Shanghai,480,"2016-06-04 12:30:56",2016-06-04T12:30:56Z,Asia/Shanghai,480,walk,187,337,11.60000038147,3.1166666666667,111.77539825439,,,complete,1,walk__2016-06-04T122749
"2016-06-04 12:38:10",2016-06-04T12:38:10Z,Asia/Shanghai,480,"2016-06-04 12:48:12",2016-06-04T12:48:12Z,Asia/Shanghai,480,walk,519,941,29.200000762939,10.033333333333,107.52793884277,,,complete,1,walk__2016-06-04T123810
"2016-06-04 13:21:21",2016-06-04T13:21:21Z,Asia/Shanghai,480,"2016-06-04 13:24:57",2016-06-04T13:24:57Z,Asia/Shanghai,480,walk,198,340,7,3.6,99.848487854004,,,complete,1,walk__2016-06-04T132121
"2016-06-04 15:32:22",2016-06-04T15:32:22Z,Asia/Shanghai,480,"2016-06-04 16:01:13",2016-06-04T16:01:13Z,Asia/Shanghai,480,walk,1509,2579,105.59999847412,28.85,118.84493255615,,,complete,1,walk__2016-06-04T153222
