,timestamp,heartrate,steps,calories,gsr,skintemp,airtemp,excitement,happy,calm,anxious,sad,angry,hungry,tired,bored,exercise,code,anne,will,mick,geyer,home,work,school
39,2016-04-26 00:39:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,2016-04-26 00:40:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41,2016-04-26 00:41:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42,2016-04-26 00:42:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43,2016-04-26 00:43:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44,2016-04-26 00:44:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,2016-04-26 00:45:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,2016-04-26 00:46:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47,2016-04-26 00:47:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,2016-04-26 00:48:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,2016-04-26 00:49:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50,2016-04-26 00:50:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,2016-04-26 00:51:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,2016-04-26 00:52:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,2016-04-26 00:53:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,2016-04-26 00:54:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,2016-04-26 00:55:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,2016-04-26 00:56:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57,2016-04-26 00:57:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58,2016-04-26 00:58:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,2016-04-26 00:59:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60,2016-04-26 01:00:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61,2016-04-26 01:01:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,2016-04-26 01:02:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63,2016-04-26 01:03:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,2016-04-26 01:04:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
65,2016-04-26 01:05:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,2016-04-26 01:06:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
67,2016-04-26 01:07:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
68,2016-04-26 01:08:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
69,2016-04-26 01:09:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70,2016-04-26 01:10:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71,2016-04-26 01:11:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
72,2016-04-26 01:12:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
73,2016-04-26 01:13:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,2016-04-26 01:14:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75,2016-04-26 01:15:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76,2016-04-26 01:16:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
77,2016-04-26 01:17:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
78,2016-04-26 01:18:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
79,2016-04-26 01:19:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,2016-04-26 01:20:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
81,2016-04-26 01:21:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82,2016-04-26 01:22:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
83,2016-04-26 01:23:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
84,2016-04-26 01:24:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
85,2016-04-26 01:25:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
86,2016-04-26 01:26:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87,2016-04-26 01:27:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
88,2016-04-26 01:28:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
89,2016-04-26 01:29:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
90,2016-04-26 01:30:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
91,2016-04-26 01:31:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
92,2016-04-26 01:32:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
93,2016-04-26 01:33:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
94,2016-04-26 01:34:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95,2016-04-26 01:35:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
96,2016-04-26 01:36:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
97,2016-04-26 01:37:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
98,2016-04-26 01:38:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
99,2016-04-26 01:39:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
100,2016-04-26 01:40:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
101,2016-04-26 01:41:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
102,2016-04-26 01:42:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
103,2016-04-26 01:43:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
104,2016-04-26 01:44:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
105,2016-04-26 01:45:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
106,2016-04-26 01:46:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
107,2016-04-26 01:47:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108,2016-04-26 01:48:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109,2016-04-26 01:49:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
110,2016-04-26 01:50:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
111,2016-04-26 01:51:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
112,2016-04-26 01:52:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
113,2016-04-26 01:53:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
114,2016-04-26 01:54:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115,2016-04-26 01:55:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
116,2016-04-26 01:56:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
117,2016-04-26 01:57:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
118,2016-04-26 01:58:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
119,2016-04-26 01:59:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
120,2016-04-26 02:00:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
121,2016-04-26 02:01:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
122,2016-04-26 02:02:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
123,2016-04-26 02:03:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
124,2016-04-26 02:04:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
125,2016-04-26 02:05:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
126,2016-04-26 02:06:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
127,2016-04-26 02:07:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
128,2016-04-26 02:08:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
129,2016-04-26 02:09:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
130,2016-04-26 02:10:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
131,2016-04-26 02:11:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
132,2016-04-26 02:12:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
133,2016-04-26 02:13:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
134,2016-04-26 02:14:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
135,2016-04-26 02:15:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
136,2016-04-26 02:16:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
137,2016-04-26 02:17:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
138,2016-04-26 02:18:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
139,2016-04-26 02:19:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
140,2016-04-26 02:20:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
141,2016-04-26 02:21:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
142,2016-04-26 02:22:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
143,2016-04-26 02:23:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
144,2016-04-26 02:24:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
145,2016-04-26 02:25:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
146,2016-04-26 02:26:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
147,2016-04-26 02:27:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
148,2016-04-26 02:28:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
149,2016-04-26 02:29:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
150,2016-04-26 02:30:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
151,2016-04-26 02:31:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
152,2016-04-26 02:32:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
153,2016-04-26 02:33:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
154,2016-04-26 02:34:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
155,2016-04-26 02:35:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
156,2016-04-26 02:36:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
157,2016-04-26 02:37:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
158,2016-04-26 02:38:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
159,2016-04-26 02:39:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
160,2016-04-26 02:40:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
161,2016-04-26 02:41:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
162,2016-04-26 02:42:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
163,2016-04-26 02:43:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
164,2016-04-26 02:44:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
165,2016-04-26 02:45:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
166,2016-04-26 02:46:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
167,2016-04-26 02:47:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
168,2016-04-26 02:48:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
169,2016-04-26 02:49:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
170,2016-04-26 02:50:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
171,2016-04-26 02:51:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
172,2016-04-26 02:52:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
173,2016-04-26 02:53:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
174,2016-04-26 02:54:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
175,2016-04-26 02:55:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
176,2016-04-26 02:56:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
177,2016-04-26 02:57:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
178,2016-04-26 02:58:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
179,2016-04-26 02:59:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
180,2016-04-26 03:00:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
181,2016-04-26 03:01:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
182,2016-04-26 03:02:00,0.0,0.0,1.2,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
183,2016-04-26 03:03:00,0.0,0.0,1.1,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
