,timestamp,heartrate,steps,calories,gsr,skintemp,airtemp,excitement,happy,calm,anxious,sad,angry,hungry,tired,bored,exercise,thesis,sarah,barb,sol,arash,work,home
57,2016-05-02 00:57:00,77.0,0.0,1.1,6.51e-05,94.1,90.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58,2016-05-02 00:58:00,73.0,0.0,1.0,6.4e-05,93.2,89.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,2016-05-02 00:59:00,82.0,0.0,1.1,6.330000000000001e-05,93.2,88.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60,2016-05-02 01:00:00,77.0,0.0,1.0,6.29e-05,92.3,88.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61,2016-05-02 01:01:00,92.0,0.0,1.4,5.96e-05,92.3,87.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,2016-05-02 01:02:00,84.0,0.0,1.2,5.5700000000000005e-05,91.4,86.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63,2016-05-02 01:03:00,87.0,0.0,1.2,5.7600000000000004e-05,91.4,86.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,2016-05-02 01:04:00,86.0,0.0,1.2,6.02e-05,90.5,86.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
65,2016-05-02 01:05:00,93.0,0.0,1.4,5.96e-05,90.5,86.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,2016-05-02 01:06:00,122.0,0.0,5.3,5.79e-05,90.5,85.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
67,2016-05-02 01:07:00,120.0,0.0,5.0,5.8299999999999994e-05,90.5,87.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
68,2016-05-02 01:08:00,89.0,0.0,1.2,6.0899999999999996e-05,90.5,88.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
69,2016-05-02 01:09:00,88.0,10.0,1.6,6.23e-05,91.4,88.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70,2016-05-02 01:10:00,96.0,0.0,1.6,6.19e-05,91.4,88.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71,2016-05-02 01:11:00,78.0,0.0,1.0,6.159999999999999e-05,91.4,88.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
72,2016-05-02 01:12:00,74.0,0.0,1.0,6.29e-05,91.4,87.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
73,2016-05-02 01:13:00,74.0,0.0,1.1,6.29e-05,91.4,87.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,2016-05-02 01:14:00,78.0,0.0,1.1,6.29e-05,91.4,88.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
75,2016-05-02 01:15:00,71.0,0.0,1.0,6.36e-05,91.4,88.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76,2016-05-02 01:16:00,75.0,0.0,1.0,6.26e-05,91.4,88.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
77,2016-05-02 01:17:00,71.0,0.0,1.0,6.330000000000001e-05,91.4,88.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
78,2016-05-02 01:18:00,75.0,0.0,1.1,6.0899999999999996e-05,91.4,88.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
79,2016-05-02 01:19:00,71.0,0.0,1.0,6.159999999999999e-05,91.4,88.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,2016-05-02 01:20:00,70.0,0.0,1.0,6.26e-05,92.3,89.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
81,2016-05-02 01:21:00,77.0,0.0,1.1,6.36e-05,92.3,90.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82,2016-05-02 01:22:00,73.0,0.0,1.1,6.36e-05,92.3,90.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
83,2016-05-02 01:23:00,70.0,0.0,1.0,6.54e-05,93.2,90.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
84,2016-05-02 01:24:00,72.0,0.0,1.0,6.29e-05,93.2,90.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
85,2016-05-02 01:25:00,78.0,0.0,1.1,6.159999999999999e-05,93.2,90.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
86,2016-05-02 01:26:00,72.0,0.0,1.0,6.579999999999999e-05,93.2,90.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87,2016-05-02 01:27:00,70.0,0.0,1.1,6.51e-05,93.2,91.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
88,2016-05-02 01:28:00,68.0,0.0,1.0,6.51e-05,93.2,92.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
89,2016-05-02 01:29:00,67.0,0.0,1.0,6.579999999999999e-05,93.2,93.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
90,2016-05-02 01:30:00,68.0,0.0,1.0,6.620000000000001e-05,94.1,93.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
91,2016-05-02 01:31:00,68.0,0.0,1.1,6.69e-05,94.1,93.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
92,2016-05-02 01:32:00,67.0,0.0,1.0,6.759999999999999e-05,94.1,94.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
93,2016-05-02 01:33:00,67.0,0.0,1.0,6.8e-05,95.0,94.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
94,2016-05-02 01:34:00,67.0,0.0,1.1,6.51e-05,95.0,94.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
95,2016-05-02 01:35:00,66.0,0.0,1.0,6.8e-05,95.0,94.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
96,2016-05-02 01:36:00,66.0,0.0,1.0,6.51e-05,95.0,94.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
97,2016-05-02 01:37:00,65.0,0.0,1.1,6.54e-05,95.0,94.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
98,2016-05-02 01:38:00,66.0,0.0,1.0,6.579999999999999e-05,95.0,94.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
99,2016-05-02 01:39:00,65.0,0.0,1.0,6.54e-05,95.0,94.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
100,2016-05-02 01:40:00,66.0,0.0,1.1,6.51e-05,95.0,94.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
101,2016-05-02 01:41:00,67.0,0.0,1.0,6.879999999999999e-05,95.0,94.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
