starttime,endtime,date,start,end,activity,location,generalemo,qualitative,excited,happy,calm,anxious,sad,angry,hungry,tired,bored,exhaca,ansaan,exha,haca,anan,ansa
2016-05-14 18:05:00,2016-05-14 18:10:00,2016-05-14,6:05 PM,6:10 PM,Finding out gyu kaku has no seats,Gyu Kaku Times Square,Angry,7,,,,,,7,,,,0,7,0,0,7,0
2016-05-14 18:10:00,2016-05-14 19:40:00,2016-05-14,6:10 PM,7:40 PM,"Eating at Qi with Stanley, Mario, Winston, Tony, Kai and Jenny",Qi,Happy,8,,8,,,,,,,,8,0,8,8,0,0
2016-05-14 20:00:00,2016-05-14 21:46:00,2016-05-14,8:00 PM,9:46 PM,"Watching Avenue Q with Mario, Winston, Tony and Kai",New World Theatres,"Happy, excited",10,10,10,,,,,,,,20,0,20,10,0,0
2016-05-14 22:35:00,2016-05-14 23:00:00,2016-05-14,10:35 PM,11:00 PM,"Getting food with Mario, WInston, Tony and Kai","Kings Highway, Q line","Tired, hungry",8,,,,,,,8,8,,0,0,0,0,0,0
2016-05-14 23:00:00,2016-05-14 23:20:00,2016-05-14,11:00 PM,11:20 PM,Driving Mario home,,"Tired, hungry",8,,,,,,,8,8,,0,0,0,0,0,0
2016-05-14 23:20:00,2016-05-14 23:50:00,2016-05-14,11:20 PM,11:50 PM,Kai driving me home,,"Tired, hungry",8,,,,,,,8,8,,0,0,0,0,0,0
2016-05-15 08:02:00,2016-05-15 08:42:00,2016-05-15,8:02 AM,8:42 AM,Waiting for bus/bus to train station,,Tired,8,,,,,,,,8,,0,0,0,0,0,0
2016-05-15 08:42:00,2016-05-15 09:05:00,2016-05-15,8:42 AM,9:05 AM,Train to Kai's house,,Tired,8,,,,,,,,8,,0,0,0,0,0,0
2016-05-15 09:05:00,2016-05-15 09:31:00,2016-05-15,9:05 AM,9:31 AM,Dropping things off,Kai's house,Tired,6,,,,,,,,6,,0,0,0,0,0,0
2016-05-15 09:36:00,2016-05-15 09:55:00,2016-05-15,9:36 AM,9:55 AM,Waiting for bus,Kings Highway,Tired,5,,,,,,,,5,,0,0,0,0,0,0
2016-05-15 10:45:00,2016-05-15 11:00:00,2016-05-15,10:45 AM,11:00 AM,Waiting for Boris,D12,Angry,4,,,,,,4,,,,0,4,0,0,4,0
2016-05-15 11:08:00,2016-05-15 11:40:00,2016-05-15,11:08 AM,11:40 AM,Helping Boris pick out screws,Home Depot,Frustrated,4,,,,,,4,,,,0,4,0,0,4,0
2016-05-15 12:00:00,2016-05-15 17:36:00,2016-05-15,12:00 PM,5:36 PM,Helping Boris install thesis,D12,Anxious,7,,,,7,,,,,,0,7,0,0,7,7
2016-05-15 18:15:00,2016-05-15 19:00:00,2016-05-15,6:15 PM,7:00 PM,Waiting for family,Nyona,Anxious,4,,,,4,,,,,,0,4,0,0,4,4
2016-05-15 19:15:00,2016-05-15 20:30:00,2016-05-15,7:15 PM,8:30 PM,Eating,Nyona,Happy,6,,6,,,,,,,,6,0,6,6,0,0
2016-05-15 21:40:00,2016-05-15 02:05:00,2016-05-15,9:40 PM,2:05 AM,Packing,Home,Tired,3,,,,,,,,3,,0,0,0,0,0,0
2016-05-16 06:30:00,2016-05-16 08:00:00,2016-05-16,6:30 AM,8:00 AM,Falling in and out of sleep; calling Kai to wake up,Home,Angry,10,,,,,,10,,,,0,10,0,0,10,0
2016-05-16 08:30:00,2016-05-16 08:30:00,2016-05-16,8:30 AM,8:30 AM,Kai wakes up,Home,Angry,7,,,,,,7,,,,0,7,0,0,7,0
2016-05-16 08:30:00,2016-05-16 09:30:00,2016-05-16,8:30 AM,9:30 AM,Getting ready; last minute packing,Home,Anxious,8,,,,8,,,,,,0,8,0,0,8,8
2016-05-16 09:40:00,2016-05-16 10:10:00,2016-05-16,9:40 AM,10:10 AM,Buying stuff for Aunt,86 Street,Calm,6,,,6,,,,,,,6,0,0,6,0,0
2016-05-16 10:45:00,2016-05-16 11:10:00,2016-05-16,10:45 AM,11:10 AM,Buying stuff for China,Kings Plaza,Calm,6,,,6,,,,,,,6,0,0,6,0,0
2016-05-16 11:10:00,2016-05-16 12:00:00,2016-05-16,11:10 AM,12:00 PM,Car ride to airport,,Calm,6,,,6,,,,,,,6,0,0,6,0,0
2016-05-16 12:00:00,2016-05-16 13:30:00,2016-05-16,12:00 PM,1:30 PM,Eating with Kai,Airport,Calm,6,,,6,,,,,,,6,0,0,6,0,0
2016-05-16 13:30:00,2016-05-16 14:10:00,2016-05-16,1:30 PM,2:10 PM,Going through TSA,Airport,Anxious,7,,,,7,,,,,,0,7,0,0,7,7
2016-05-16 14:10:00,2016-05-16 14:50:00,2016-05-16,2:10 PM,2:50 PM,Waiting to board,Airport,Tired,4,,,,,,,,4,,0,0,0,0,0,0
2016-05-16 14:50:00,2016-05-16 07:00:00,2016-05-16,2:50 PM,7:00 AM,Airplane to China,,"Tired, uncomfortable",8,,,,,,,,8,,0,0,0,0,0,0
2016-05-17 19:07:00,2016-05-17 19:32:00,2016-05-17,7:07 PM,7:32 PM,Going through customs/getting baggage,Airport,Tired,6,,,,,,,,6,,0,0,0,0,0,0
2016-05-17 19:32:00,2016-05-17 19:41:00,2016-05-17,7:37 PM,7:41 PM,Met up with cousin,Airport,Calm,4,,,4,,,,,,,4,0,0,4,0,0
2016-05-17 19:41:00,2016-05-17 19:41:00,2016-05-17,7:41 PM,7:41 PM,Met up with other people,Airport,Calm,4,,,4,,,,,,,4,0,0,4,0,0
2016-05-17 19:41:00,2016-05-17 21:16:00,2016-05-17,7:41 PM,9:16 PM,Waiting for Sven,Airport,Tired,8,,,,,,,,8,,0,0,0,0,0,0
2016-05-17 21:16:00,2016-05-17 22:34:00,2016-05-17,9:16 PM,10:34 PM,Bus to hotel,,Tired,9,,,,,,,,9,,0,0,0,0,0,0
2016-05-17 22:50:00,2016-05-17 00:20:00,2016-05-17,10:50 PM,12:20 AM,"Dinner with Sven, Qinzi and other people",,Happy,7,,7,,,,,,,,7,0,7,7,0,0
2016-05-18 01:50:00,2016-05-18 02:00:00,2016-05-18,1:50 AM,2:00 AM,Called maintenance to fix sink,Hotel,Tired,6,,,,,,,,6,,0,0,0,0,0,0
2016-05-18 02:00:00,2016-05-18 03:00:00,2016-05-18,2:00 AM,3:00 AM,Talking to people back home,Hotel,Tired,8,,,,,,,,8,,0,0,0,0,0,0
2016-05-18 08:39:00,2016-05-18 08:56:00,2016-05-18,8:39 AM,8:56 AM,Getting ready,Hotel,Tired,6,,,,,,,,6,,0,0,0,0,0,0
2016-05-18 09:28:00,2016-05-18 09:40:00,2016-05-18,9:28 AM,9:40 AM,Walking to dim sum place,,Excited,7,7,,,,,,,,,7,0,7,0,0,0
2016-05-18 09:40:00,2016-05-18 11:30:00,2016-05-18,9:40 AM,11:30 AM,Dim sum,,Happy,8,,8,,,,,,,,8,0,8,8,0,0
2016-05-18 11:40:00,2016-05-18 13:30:00,2016-05-18,11:40 AM,1:30 PM,Resting in hotel,Hotel,Tired,6,,,,,,,,6,,0,0,0,0,0,0
2016-05-18 13:30:00,2016-05-18 15:44:00,2016-05-18,1:30 PM,3:44 PM,Wandering,West Kowloon,Calm,7,,,7,,,,,,,7,0,0,7,0,0
2016-05-18 15:44:00,2016-05-18 16:40:00,2016-05-18,3:44 PM,4:40 PM,Napping,Hotel,Calm,9,,,9,,,,,,,9,0,0,9,0,0
2016-05-18 18:30:00,2016-05-18 20:39:00,2016-05-18,6:30 PM,8:39 PM,Waiting for pick ups,Airport,Angry,8,,,,,,8,,,,0,8,0,0,8,0
2016-05-18 22:20:00,2016-05-18 23:30:00,2016-05-18,10:20 PM,11:30 PM,Eating noodls,,Calm,7,,,7,,,,,,,7,0,0,7,0,0
2016-05-19 07:41:00,2016-05-19 08:53:00,2016-05-19,7:41 AM,8:53 AM,Getting ready,Hotel,Tired,9,,,,,,,,9,,0,0,0,0,0,0
2016-05-19 09:00:00,2016-05-19 09:20:00,2016-05-19,9:00 AM,9:20 AM,Waiting for people,Hotel lobby,Angry,5,,,,,,5,,,,0,5,0,0,5,0
2016-05-19 09:20:00,2016-05-19 11:36:00,2016-05-19,9:20 AM,11:36 AM,On our way to Victoria Peak,,Tired,2,,,,,,,,2,,0,0,0,0,0,0
2016-05-19 12:05:00,2016-05-19 12:30:00,2016-05-19,12:05 PM,12:30 PM,Taking photos,Victoria Peak,Hot,8,,,,,,8,,,,0,8,0,0,8,0
2016-05-19 12:30:00,2016-05-19 13:00:00,2016-05-19,12:30 PM,1:00 PM,Eating noodles,Mak's Noodles,Calm,6,,,6,,,,,,,6,0,0,6,0,0
2016-05-19 13:00:00,2016-05-19 14:37:00,2016-05-19,1:00 PM,2:37 PM,Walking around,HK Island,Tired,7,,,,,,,,7,,0,0,0,0,0,0
2016-05-19 15:00:00,2016-05-19 16:12:00,2016-05-19,3:00 PM,4:12 PM,Sleeping,Hotel,Calm,4,,,4,,,,,,,4,0,0,4,0,0
2016-05-19 16:40:00,2016-05-19 17:45:00,2016-05-19,4:40 PM,5:45 PM,Walking around with Sarah,,Tired,8,,,,,,,,8,,0,0,0,0,0,0
2016-05-19 18:00:00,2016-05-19 19:18:00,2016-05-19,6:00 PM,7:18 PM,Group dinner,Hing Kee,"Angry, tired",10,,,,,,10,,10,,0,10,0,0,10,0
2016-05-19 19:18:00,2016-05-19 20:06:00,2016-05-19,7:18 PM,8:06 PM,Walking,Temple Street Night Market,Tired,8,,,,,,,,8,,0,0,0,0,0,0
2016-05-19 20:06:00,2016-05-19 20:30:00,2016-05-19,8:06 PM,8:30 PM,Sleeping,Hotel,Tired,10,,,,,,,,10,,0,0,0,0,0,0
2016-05-19 20:30:00,2016-05-19 21:18:00,2016-05-19,8:30 PM,9:18 PM,Shower,Hotel,Tired,10,,,,,,,,10,,0,0,0,0,0,0
2016-05-20 08:14:00,2016-05-20 08:32:00,2016-05-20,8:14 AM,8:32 AM,Getting ready,Hotel,Tired,6,,,,,,,,6,,0,0,0,0,0,0
2016-05-20 08:44:00,2016-05-20 09:00:00,2016-05-20,8:44 AM,9:00 AM,Getting buns,,Calm,8,,,8,,,,,,,8,0,0,8,0,0
2016-05-20 09:21:00,2016-05-20 09:40:00,2016-05-20,9:21 AM,9:40 AM,Walking to Chungking Mansion,,Calm,7,,,7,,,,,,,7,0,0,7,0,0
2016-05-20 09:40:00,2016-05-20 10:00:00,2016-05-20,9:40 AM,10:00 AM,At Chungking Mansion,,Disappointed,10,,,,,10,,,,,0,10,0,0,0,10
2016-05-20 10:00:00,2016-05-20 10:40:00,2016-05-20,10:00 AM,10:40 AM,Hong Kong Heritage Museum,,Happy,8,,8,,,,,,,,8,0,8,8,0,0
2016-05-20 10:40:00,2016-05-20 11:50:00,2016-05-20,10:40 AM,11:50 AM,Wandering,Mira Mall/Miramar,Confused,10,,,,10,,,,,,0,10,0,0,10,10
2016-05-20 11:50:00,2016-05-20 12:40:00,2016-05-20,11:50 AM,12:40 PM,Eating,B. duck caf_,Happy,10,,10,,,,,,,,10,0,10,10,0,0
2016-05-20 12:40:00,2016-05-20 13:10:00,2016-05-20,12:40 PM,1:10 PM,Walking back to hotel,,Tired,7,,,,,,,,7,,0,0,0,0,0,0
2016-05-20 13:10:00,2016-05-20 14:44:00,2016-05-20,1:10 PM,2:44 PM,Resting,Hotel,Tired,9,,,,,,,,9,,0,0,0,0,0,0
2016-05-20 14:46:00,2016-05-20 16:24:00,2016-05-20,2:46 PM,4:24 PM,Napping,Hotel,Calm,10,,,10,,,,,,,10,0,0,10,0,0
2016-05-20 16:38:00,2016-05-20 18:38:00,2016-05-20,4:38 PM,6:38 PM,HK Science Museum,,Excited,10,10,,,,,,,,,10,0,10,0,0,0
2016-05-20 19:34:00,2016-05-20 21:11:00,2016-05-20,7:34 PM,9:11 PM,Napping,Hotel,Calm,9,,,9,,,,,,,9,0,0,9,0,0
2016-05-20 21:46:00,2016-05-20 22:12:00,2016-05-20,9:46 PM,10:12 PM,Eating,,Grumpy,10,,,,,,10,,,,0,10,0,0,10,0
2016-05-20 22:30:00,2016-05-20 22:54:00,2016-05-20,10:30 PM,10:54 PM,Showering,Hotel,Tired,10,,,,,,,,10,,0,0,0,0,0,0
2016-05-20 23:00:00,2016-05-20 00:00:00,2016-05-20,11:00 PM,12:00 AM,Talking to people back home,Hotel,Tired,10,,,,,,,,10,,0,0,0,0,0,0
2016-05-21 08:30:00,2016-05-21 08:30:00,2016-05-21,8:30 AM,8:30 AM,Barb rings bell,Hotel,Tired,8,,,,,,,,8,,0,0,0,0,0,0
2016-05-21 08:30:00,2016-05-21 11:27:00,2016-05-21,8:30 AM,11:27 AM,Bumming,Hotel,Tired,5,,,,,,,,5,,0,0,0,0,0,0
2016-05-21 11:27:00,2016-05-21 12:15:00,2016-05-21,11:27 AM,12:15 PM,Train to Man Mo Temple,,Calm,5,,,5,,,,,,,5,0,0,5,0,0
2016-05-21 12:15:00,2016-05-21 13:27:00,2016-05-21,12:15 PM,1:27 PM,Walking around,HK Island,Tired,9,,,,,,,,9,,0,0,0,0,0,0
2016-05-21 14:00:00,2016-05-21 15:53:00,2016-05-21,2:00 PM,3:53 PM,Resting,Hotel,Tired,8,,,,,,,,8,,0,0,0,0,0,0
2016-05-21 15:53:00,2016-05-21 21:02:00,2016-05-21,3:53 PM,9:02 PM,Sleeping,Hotel,Calm,7,,,7,,,,,,,7,0,0,7,0,0
2016-05-21 22:09:00,2016-05-21 22:20:00,2016-05-21,10:09 PM,10:20 PM,Getting ramen to eat,7-Eleven,Hungry,8,,,,,,,8,,,0,0,0,0,0,0
2016-05-21 22:30:00,2016-05-21 22:45:00,2016-05-21,10:30 PM,10:45 PM,Eating ramen,Hotel,Calm,8,,,8,,,,,,,8,0,0,8,0,0
2016-05-22 08:30:00,2016-05-22 08:50:00,2016-05-22,8:30 AM,8:50 AM,Getting ready,Hotel,Calm,6,,,6,,,,,,,6,0,0,6,0,0
2016-05-22 09:47:00,2016-05-22 10:20:00,2016-05-22,9:47 AM,10:20 AM,On way to Tung Chung,,Calm,8,,,8,,,,,,,8,0,0,8,0,0
2016-05-22 10:20:00,2016-05-22 11:05:00,2016-05-22,10:20 AM,11:05 AM,Talking to Kai on WeChat,,Sad,10,,,,,10,,,,,0,10,0,0,0,10
2016-05-22 10:55:00,2016-05-22 11:37:00,2016-05-22,10:55 AM,11:37 AM,Bus to Big Buddha,,Calm,7,,,7,,,,,,,7,0,0,7,0,0
2016-05-22 11:37:00,2016-05-22 12:00:00,2016-05-22,11:37 AM,12:00 PM,Waiting for Sarah and Colin,Big Buddha,Calm,10,,,10,,,,,,,10,0,0,10,0,0
2016-05-22 12:00:00,2016-05-22 12:40:00,2016-05-22,12:00 PM,12:40 PM,Bus to Tai O,,Excited,6,6,,,,,,,,,6,0,6,0,0,0
2016-05-22 12:51:00,2016-05-22 14:20:00,2016-05-22,12:51 PM,2:20 PM,Wandering,Tai O,"Hot, exhausted",10,,,,,,10,,10,,0,10,0,0,10,0
2016-05-22 14:30:00,2016-05-22 16:00:00,2016-05-22,2:30 PM,4:00 PM,Traveling back to hotel,,Tired,8,,,,,,,,8,,0,0,0,0,0,0
2016-05-22 16:30:00,2016-05-22 17:00:00,2016-05-22,4:30 PM,5:00 PM,Eating,,Tired,8,,,,,,,,8,,0,0,0,0,0,0
2016-05-22 17:12:00,2016-05-22 17:35:00,2016-05-22,5:12 PM,5:35 PM,Waiting for Gabi,Hotel,Annoyed,9,,,,,,9,,,,0,9,0,0,9,0
2016-05-22 17:35:00,2016-05-22 18:45:00,2016-05-22,5:35 PM,6:45 PM,Bus to Airport,,Tired,5,,,,,,,,5,,0,0,0,0,0,0
2016-05-22 18:45:00,2016-05-22 19:30:00,2016-05-22,6:45 PM,7:30 PM,Going through customs,Airport,Anxious,3,,,,3,,,,,,0,3,0,0,3,3
2016-05-22 19:45:00,2016-05-22 20:15:00,2016-05-22,7:45 PM,8:15 PM,Waiting at gate,Airport,Calm,7,,,7,,,,,,,7,0,0,7,0,0
2016-05-22 20:29:00,2016-05-22 20:55:00,2016-05-22,8:29 PM,8:55 PM,Boarding airplane,Airport,Tired,8,,,,,,,,8,,0,0,0,0,0,0
2016-05-22 20:55:00,2016-05-22 00:30:00,2016-05-22,8:55 PM,12:30 AM,Sleeping,Airplane,Tired,10,,,,,,,,10,,0,0,0,0,0,0
2016-05-23 01:35:00,2016-05-23 01:40:00,2016-05-23,1:35 AM,1:40 AM,Checking in to hotel,,,,,,,,,,,,,0,0,0,0,0,0
2016-05-23 01:55:00,2016-05-23 02:18:00,2016-05-23,1:55 AM,2:18 AM,Showering,Hotel,Tired,10,,,,,,,,10,,0,0,0,0,0,0
2016-05-23 08:09:00,2016-05-23 08:20:00,2016-05-23,8:09 AM,8:20 AM,Getting ready,Hotel,Tired,10,,,,,,,,10,,0,0,0,0,0,0
2016-05-23 08:20:00,2016-05-23 08:40:00,2016-05-23,8:20 AM,8:40 AM,Eating breakfast,Hotel,Calm,8,,,8,,,,,,,8,0,0,8,0,0
2016-05-23 08:40:00,2016-05-23 10:10:00,2016-05-23,8:40 AM,10:10 AM,Hanging out,Hotel,Calm,6,,,6,,,,,,,6,0,0,6,0,0
2016-05-23 10:15:00,2016-05-23 12:00:00,2016-05-23,10:15 AM,12:00 PM,Touring SIFA,,Calm,10,,,10,,,,,,,10,0,0,10,0,0
2016-05-23 12:30:00,2016-05-23 13:25:00,2016-05-23,12:30 PM,1:25 PM,Hotpot,,Dying,8,,,,,,,,8,,0,0,0,0,0,0
2016-05-23 13:34:00,2016-05-23 13:40:00,2016-05-23,1:34 PM,1:40 PM,Walking back to hotel,,Tired,6,,,,,,,,6,,0,0,0,0,0,0
2016-05-23 13:40:00,2016-05-23 14:30:00,2016-05-23,1:40 PM,2:30 PM,Resting,hotel,Tired,8,,,,,,,,8,,0,0,0,0,0,0
2016-05-23 14:30:00,2016-05-23 16:30:00,2016-05-23,2:30 PM,4:30 PM,Napping,Hotel,Calm,8,,,8,,,,,,,8,0,0,8,0,0
2016-05-23 16:30:00,2016-05-23 17:00:00,2016-05-23,4:30 PM,5:00 PM,Getting ready,Hotel,Tired,10,,,,,,,,10,,0,0,0,0,0,0
2016-05-23 16:30:00,2016-05-23 17:00:00,2016-05-23,4:30 PM,5:00 PM,Getting ready,Hotel,Tired,10,,,,,,,,10,,0,0,0,0,0,0
2016-05-23 17:00:00,2016-05-23 17:30:00,2016-05-23,5:00 PM,5:30 PM,Bothering Qinzi,Qinzi's room,Happy,8,,8,,,,,,,,8,0,8,8,0,0
2016-05-23 17:30:00,2016-05-23 18:00:00,2016-05-23,5:30 PM,6:00 PM,Walking to SIFA,,Happy,6,,6,,,,,,,,6,0,6,6,0,0
2016-05-23 18:00:00,2016-05-23 20:15:00,2016-05-23,6:00 PM,8:15 PM,Presentations,SIFA,Bored,8,,,,,,,,,8,0,0,0,0,0,0
2016-05-23 20:15:00,2016-05-23 20:45:00,2016-05-23,8:15 PM,8:45 PM,Wandering around looking for food,,Excited,6,6,,,,,,,,,6,0,6,0,0,0
2016-05-23 21:03:00,2016-05-23 00:00:00,2016-05-23,9:03 PM,12:00 AM,Hanging out in lobby,Hotel,Happy,10,,10,,,,,,,,10,0,10,10,0,0
2016-05-27 13:30:00,2016-05-27 20:00:00,2016-05-27,1:30 PM,8:00 PM,Working with group,Tongji,"Tired, bored",8,,,,,,,,8,8,0,0,0,0,0,0
2016-05-27 20:00:00,2016-05-27 20:15:00,2016-05-27,8:00 PM,8:15 PM,Taxi to restaurant,,Amused,3,,3,,,,,,,,3,0,3,3,0,0
2016-05-27 20:15:00,2016-05-27 21:30:00,2016-05-27,8:15 PM,9:30 PM,Dinner with group mates,,Awkward,9,,,,9,,,,,,0,9,0,0,9,9
2016-05-27 21:30:00,2016-05-27 22:00:00,2016-05-27,9:30 PM,10:00 PM,Taxi back to hotel,,Tired,7,,,,,,,,,7,0,0,0,0,0,0
2016-05-27 22:30:00,2016-05-27 23:10:00,2016-05-27,10:30 PM,11:10 PM,Chilling with Barb and Sarah,Hotel,Happy,6,,6,,,,,,,,6,0,6,6,0,0
2016-05-27 23:10:00,2016-05-27 23:30:00,2016-05-27,11:10 PM,11:30 PM,Finding out about creepy man,Hotel,"Scared, anxious",10,,,,10,,,,,,0,10,0,0,10,10
2016-05-27 23:30:00,2016-05-27 01:00:00,2016-05-27,11:30 PM,1:00 AM,Waiting for Mercedes/talking to mercedes,Hotel,Anxious,8,,,,8,,,,,,0,8,0,0,8,8
2016-05-28 08:30:00,2016-05-28 09:40:00,2016-05-28,8:30 AM,9:40 AM,Getting ready,Hotel,Tired,8,,,,,,,,,8,0,0,0,0,0,0
2016-05-28 09:40:00,2016-05-28 10:00:00,2016-05-28,9:40 AM,10:00 AM,Eating breakfast,,Happy,7,7,,,,,,,,,7,0,7,0,0,0
2016-05-28 10:00:00,2016-05-28 10:40:00,2016-05-28,10:00 AM,10:40 AM,Waiting for people,Hotel lobby,Bored,7,,,,,,,,,7,0,0,0,0,0,0
2016-05-28 10:40:00,2016-05-28 14:30:00,2016-05-28,10:40 AM,2:30 PM,Photo excursion,,"Excited, tired",9,9,,,,,,,9,,9,0,9,0,0,0
2016-05-28 14:30:00,2016-05-28 15:30:00,2016-05-28,2:30 PM,3:30 PM,Working on presentation,Tongji,Annoyed,8,,,,,,8,,,,0,8,0,0,8,0
2016-05-28 15:30:00,2016-05-28 17:00:00,2016-05-28,3:30 PM,5:00 PM,Presentations,Tongji,Bored,10,,,,,,,,,10,0,0,0,0,0,0
2016-05-28 17:15:00,2016-05-28 18:00:00,2016-05-28,5:15 PM,6:00 PM,Going back to hotel,,Tired,8,,,,,,,,8,,0,0,0,0,0,0
2016-05-28 18:15:00,2016-05-28 18:30:00,2016-05-28,6:15 PM,6:30 PM,Buying buns with Barb,,Amused,6,,6,,,,,,,,6,0,6,6,0,0
2016-05-28 18:30:00,2016-05-28 18:40:00,2016-05-28,6:30 PM,6:40 PM,Hanging with Barb,Hotel,Calm,7,,,7,,,,,,,7,0,0,7,0,0
2016-05-28 19:00:00,2016-05-28 19:30:00,2016-05-28,7:00 PM,7:30 PM,Waiting for people,Hotel lobby,Bored,6,,,,,,,,,6,0,0,0,0,0,0
2016-05-28 20:00:00,2016-05-28 22:00:00,2016-05-28,8:00 PM,10:00 PM,TA Dinner,,Happy,10,,10,,,,,,,,10,0,10,10,0,0
2016-05-28 22:15:00,2016-05-28 23:45:00,2016-05-28,10:15 PM,11:45 PM,Hanging out,Hotel lobby,Happy,8,,8,,,,,,,,8,0,8,8,0,0
2016-05-29 08:00:00,2016-05-29 08:30:00,2016-05-29,8:00 AM,8:30 AM,Sarah trying to wake me up,Hotel,Annoyed,4,,,,,,4,,,,0,4,0,0,4,0
2016-05-29 08:30:00,2016-05-29 10:07:00,2016-05-29,8:30 AM,10:07 AM,Sarah trying to wake me up,Hotel,Annoyed,10,,,,,,10,,,,0,10,0,0,10,0
2016-05-29 10:07:00,2016-05-29 11:10:00,2016-05-29,10:07 AM,11:10 AM,Chilling in my room,Hotel,Calm,8,,,8,,,,,,,8,0,0,8,0,0
2016-05-29 11:10:00,2016-05-29 11:15:00,2016-05-29,11:10 AM,11:15 AM,Stretching,Hotel,Calm,8,,,8,,,,,,,8,0,0,8,0,0
2016-05-29 11:15:00,2016-05-29 11:47:00,2016-05-29,11:15 AM,11:47 AM,Waiting for Qinzi to wake up,Hotel,Bored,5,,,,,,,,,5,0,0,0,0,0,0
2016-05-29 13:13:00,2016-05-29 13:45:00,2016-05-29,1:13 PM,1:45 PM,Eating breakfast,Qinzi's room,Calm,8,,,8,,,,,,,8,0,0,8,0,0
2016-05-29 13:50:00,2016-05-29 14:15:00,2016-05-29,1:50 PM,2:15 PM,Exchanging money for Brad,ICBC,Bored,9,,,,,,,,,9,0,0,0,0,0,0
2016-05-29 14:15:00,2016-05-29 14:30:00,2016-05-29,2:15 PM,2:30 PM,Walking back to hotel,,Anxious,8,,,,,,,,,,0,0,0,0,0,0
2016-05-29 15:00:00,2016-05-29 16:51:00,2016-05-29,3:00 PM,4:51 PM,Walking around Tianzifang,,Excited,8,8,,,8,,,,,,8,8,8,0,8,8
2016-05-29 16:51:00,2016-05-29 18:30:00,2016-05-29,4:51 PM,6:30 PM,Drinking lemon mint tea,Cat Caf_,Excited,10,,10,,,,,,,,10,0,10,10,0,0
2016-05-29 21:00:00,2016-05-29 21:30:00,2016-05-29,9:00 PM,9:30 PM,Eating soup dumplings,Mall,Happy,8,,8,,,,,,,,8,0,8,8,0,0
2016-05-29 22:00:00,2016-05-29 00:40:00,2016-05-29,10:00 PM,12:40 AM,Beer with Barb,Barb's room,Happy,7,,,,,,,,,,0,0,0,0,0,0
2016-05-30 00:00:00,2016-05-30 03:15:00,2016-05-30,12:00 AM,3:15 AM,Talking to people,Hotel,Tired,10,,,,,,,,10,,0,0,0,0,0,0
2016-05-31 10:30:00,2016-05-31 11:00:00,2016-05-31,10:30 AM,11:00 AM,Getting ready,Hotel,Tired,7,,,,,,,,7,,0,0,0,0,0,0
2016-06-01 10:00:00,2016-06-01 15:00:00,2016-06-01,10:00 AM,3:00 PM,Train to Beijing,,Tired,,,,,,,,,10,,0,0,0,0,0,0
2016-06-01 15:30:00,2016-06-01 17:30:00,2016-06-01,3:30 PM,5:30 PM,Bus to hotel,,Tired,,,,,,,,,10,,0,0,0,0,0,0
2016-06-01 17:30:00,2016-06-01 21:00:00,2016-06-01,5:30 PM,9:00 PM,Sleeping,Hotel,Calm,,,,10,,,,,,,10,0,0,10,0,0
